"Nom cavité";"Alias";"Commune";"IGN";"X Lambert3";"Y Lambert3";"Latitude";"Longitude";"Altitude";"Description";"Page Taisne";"Plan"
"igue 5 des cloups des FÈVES";"";"Quissac";"2137 E";"551.06";"3262.15";"44.65769";"1.719474";"380";"A 1km8 de Quissac, sur la route de Reilhac (D 138), juste après un virage à droite et 100m avant une petite route à droite<br/>
menant à quelques maisons, franchir une claie à gauche et suivre le muret perpendiculaire à la route, direction W, sur environ, 180m<br/>
(après avoir coupé 2 murets), c'est-à-dire au niveau d'un passage dans le muret, 25m avant qu'il ne tourne à droite. L'igue se trouve<br/>
20m à gauche (S) : orifice triangulaire de 0m80 sur 1m10. Plan 69.";"62";"69"
"grottes des FIEUX : n°2 :";"";"Miers";"2136 ET";"548.93";"3286.46";"44.876306";"1.690209";"255";"À environ 2km de Miers, sur la route de Carennac (D 20), entre le hameau de Millet et l'embranchement de la route de Floirac, prendre<br/>
à gauche (W) la route des Fieux (panneau de la chasse des Fieux) sur 1km2 environ, c'est-à-dire à peu près 250m avant<br/>
l'embranchement qui mène d'un côté aux Fieux Hauts et de l'autre aux Fieux Bas. La grotte n°1 s'ouvre à droite dans le bois de<br/>
chênes clairsemés, à 100m NW, dans un creux, orientée à l'ENE. Fouilles préhistoriques. La grotte n°2 s'ouvre 9m à gauche (S) de<br/>
la route, 50m avant d'arriver au niveau de la barrière de la grotte préhistorique, dans les buissons : orifice de 1m de diamètre. 2ème<br/>
orifice (bouché) à 30m WNW, de l'autre côté de la route et à 20m de la barrière de la grotte préhistorique. Plan 16.";"63";"16"
"igue des FIEUX BAS";"";"Miers";"2136 ET";"548.66";"3286.28";"44.874667";"1.68681";"255";"À environ 2km de Miers, sur la route de Carennac (D 20), entre le hameau de Millet et l'embranchement de la route de Floirac,<br/>
prendre à gauche (W) la route des Fieux (2ème à gauche, en venant de Miers, après la borne Carennac 8km). La suivre sur 1km500<br/>
environ, jusqu'à l'embranchement qui mène d'un côté aux Fieux Hauts et de l'autre aux Fieux Bas. Continuer à gauche direction Fieux<br/>
Bas pendant 35m, franchir le muret de gauche et suivre une haie direction SSE pendant 200m (30m avant que la haie ne tourne à<br/>
gauche direction E. L'igue se trouve à 15m W en terrain dégagé. Orifice de 0m80 sur 1m. Plan 16.";"63";"16"
"grotte de (la) FINEAU";"";"Livernon";"2238 W";"558.95";"3259.88";"44.637752";"1.819136";"320";"À 2km de Livernon, sur la route de Cahors (D 653), 400m après la route d'Espédaillac et 200m avant la route de Grèzes : la<br/>
grotte s'ouvre à droite, à 20m W de la route, dans la pente opposée d'un creux boisé. Indiquée sur l'IGN. Plan 154.";"63";"154"
"grottes n°2 et 3 de la FINEAU : n°3 :";"";"Livernon";"2238 W";"559.17";"3259.42";"44.633624";"1.821946";"315";"En arrivant à Grèze par la route d'Assier (D 38), 500m après l'embranchement de la D 653, au Mas de Gallory, prendre le chemin<br/>
à gauche (NNE) et le suivre sur 250m, c'est-à-dire jusqu'au moment où il tourne à droite à angle droit. Franchir la claie qui se trouve<br/>
juste dans le prolongement : la grotte n°3 s'ouvre à 35m N dans un creux de 2m de profondeur (tas de déblais à proximité). 2 orifices<br/>
à 12m l'un de l'autre. De la claie suivre un chemin qui part vers la gauche, contourne un bouquet d'arbres et franchit un muret à 135m :<br/>
la grotte n°2 s'ouvre à 18m WNW. Orifice de 1m20 sur 0m70, orienté au N, dans un léger creux. Plan 154.";"63";"154"
"émergence de la FINOU";"";"Montvalent";"2136 ET";"543.0";"3286.85";"44.879371";"1.615118";"110";"Sur la route de Martel (N 140) en venant de Gramat, 400m avant le virage à droite à l'entrée de Montvalent, prendre la route<br/>
qui descend à gauche, puis à 500m le chemin à gauche assez raide qui descend vers la vallée de la Dordogne. À 200m tourner à<br/>
gauche : l'émergence se trouve un peu plus loin dans les arbres au bord droit du chemin. Vaste entonnoir plus ou moins rempli d'eau.<br/>
Indiquée sur l'IGN. Plan 7.";"63";"7"
"igue de FLATOU";"";"Rocamadour";"2136 ET";"542.8";"3276.6";"44.78712";"1.613727";"270";"À 2km5 de Rocamadour, sur la route de Couzou (D 32), un peu après le sommet de la côte, 180m après la route de Magès,<br/>
suivre à gauche la route de La Pannonie sur 450m (à peu près au niveau de l'extrémité E du fond du grand cloup de gauche) : l'igue<br/>
se trouve à 4m à gauche (N) de la route. Orifice de 40cm de diamètre bouché par des pierres. Plan 27.";"63";"27"
"grottes n°2 et 3 de FLAYNAC : n°3 :";"ou de ROQUECAVE";"Pradines";"2038 E";"523.98";"3242.34";"44.477082";"1.380948";"115";"A 3km du centre de Pradines, sur la route de Douelle (D 8), prendre à droite, direction WSW, la route de Flaynac. A 450m, au<br/>
carrefour du centre de Flaynac, continuer en face (WNW) jusqu'à un calvaire à 200m, et là tourner à droite, direction NW.. A 350m,<br/>
150m après avoir laissé une chapelle à gauche, suivre le chemin qui part à droite (ENE), jusqu'à une sorte de parking (terrain<br/>
d'entraînement VTT), à 350m, et continuer le chemin qui bientôt longe le Lot. La grotte n°3 se trouve à 350m du parking, 6m à droite<br/>
du chemin et 3m plus haut, au-dessus d'un cône de déjection terreux, au pied de la falaise : orifice de 2m50 de large sur 1m40 de<br/>
haut, orienté au NNE.<br/>
Continuer encore le chemin sur 600m pour trouver la grotte n°2, bien visible à droite et au niveau du chemin : orifice de 3m de large<br/>
sur 0m70 de haut, sous une strate rocheuse, orienté WNW.";"63";""
"grotte de FLOTTIS";"ou de LALBRADE";"Lugagnac";"2139 E";"548.83";"3235.31";"44.415986";"1.694002";"230";"A 1km800 NW de Lugagnac, sur la route de Crégols (D 40), prendre à gauche (WNW) la route qui mène à Lalbrade, à environ<br/>
2km5. Traverser la cour de l'ancienne ferme (actuellement camping naturiste) et prendre le chemin qui part d'abord direction SSW<br/>
puis SSE. À 280m, au niveau d'un embranchement, prendre à droite le sentier bien tracé qui descend direction SSW et le suivre sur<br/>
135m, à l'endroit où des traces descendent à droite (NNW) et mènent à la grotte située 6m plus bas. Ouverture de 2m de large sur<br/>
1m20 de haut, orientée à l'WNW. Plan 114.";"64";"114"
"grottes de FOLMONT";"ou de CRUZEL - ou du CRUZOLS";"Bagat";"2039 W";"511.66";"3231.71";"44.380027";"1.227897";"155";"grotte n°1 :<br/>
grotte n°2 :<br/>
A 25km de Cahors, sur la route d'Agen (D 653), à St-Daunès, prendre à droite (N) la D 45 sur 2km600 environ, c'est-à-dire 100m<br/>
après avoir laissé à droite la route de Bagat. Prendre à droite, direction N, le chemin de Goulfier sur 450m, c'est-à-dire jusqu'au<br/>
virage à gauche, 100m après avoir traversé le chemin du château de Folmont. Un vague sentier à droite mène aux grottes, 25m<br/>
plus bas, dans le bois recouvrant le versant NE du vallon, au bord d'un chemin venant du château. La grotte n°1 se trouve à 60m E-<br/>
ESE de la route : orifice dans la pente, de 1m20 de haut sur 2m20, orienté ENE, en partie obstrué par le talus. La grotte n°2 est à<br/>
60m SSE de la grotte n°1 (110m ESE-SE de la route) : porche en arc de cercle de 1m60 de haut sur 4m de large, orienté au NE,<br/>
fermé par une porte en fer. Plan 183.";"64";"183"
"grotte-émergence de FONDERBIE";"ou de FONT D'(H)ERBIES";"Crégols";"2139 E";"547.99";"3235.08";"44.413857";"1.683477";"210";"À 3km de Concots, sur la route de Crégols (D 26), prendre à droite la petite route de Font d'Erbies, puis, à 400m, le chemin qui<br/>
descend à gauche dans la vallée. 250m plus loin traverser le petit pont à droite. Le porche (avec curieux pigeonnier suspendu) se<br/>
trouve à une trentaine de mètres en amont du pont et des ruines d'un moulin envahies de végétation, au pied d'une petite falaise<br/>
dominée par une tour-pigeonnier (visible du chemin). Indiquée sur l'IGN. Plan 114.";"64";"114"
"émergence des FONTAINES";"ou du MOULIN GRAND";"Floirac";"2136 ET";"546.73";"3291.46";"44.921139";"1.661847";"130";"À 700m de Floirac, sur la route de Carennac (D 43), 165m après le pont sur le ruisseau de Caillon et presqu'à la fin du virage<br/>
à droite, le fossé de droite de la route passe dans une buse. L'émergence se trouve 10m après la fin de la buse et 10m au-dessus<br/>
de la route, au pied de la falaise. Elle sort par une fente de 20cm sur 60cm au fond d'une petite grotte de 2m de profondeur, forme<br/>
une petite vasque, et s'infiltre de nouveau dans l'éboulis de falaise pour ressortir dans le fossé de la route, 20m après la buse. Plan 4.";"64";"4"
"grotte de FONT ALBA";"ou FONT D'ALBAS DE BOURZOLLES";"Souillac";"2036 ET";"529.05";"3292.54";"44.929335";"1.437781";"145";"A Bourzolles (6km NW de Souillac, sur la route de Salignac), traverser le pont de la Borrèze et prendre à gauche pour rejoindre<br/>
à 240m la dernière ferme. Continuer le chemin sur 50m SE et longer en bordure de champ, direction SW, le lit du ruisseau qui<br/>
remonte vers le fond de la reculée, jusqu'à un petit pont, et gagner la limite du bois à la pointe du pré (170m environ du chemin). La<br/>
grotte (émergence temporaire) s'ouvre à 60m SSE et 10m plus haut, dans les buis, au-dessus d'un ressaut de 8m de haut (cascade).<br/>
Orifice de 1m50 de large sur 0m60 de haut orienté au N, sous un gros bloc.";"64";""
"émergence FONT ALBE";"";"Pontcirq";"2038 E";"515.55";"3248.39";"44.530597";"1.274007";"160";"A 500m NW de Rostassac, émergence temporaire bien visible 20m à gauche (W) de la route de Pontcirq (D 660) : orifice ovale<br/>
de 1m50 de diamètre (fissure élargie), orienté à l'ESE, 1m50 au-dessus du sol, dans une petite falaise. Plan 185.";"64";"185"
"émergence FONT AMÉREL";"";"Lugagnac";"2139 E";"549.5";"3234.3";"44.406943";"1.702513";"220";"A 4km5 E de Concots, sur la route de Limogne (D 911), 300m après l'embranchement de la route de Varaire (D 52), prendre<br/>
à gauche (NNW) le chemin qui mène à Salvagnac, à 1km6. Là, après le bâtiment principal, prendre à droite (ENE) le chemin qui<br/>
descend au fond de la combe, à 700m, et remonter la vallée sèche, à droite (sentier), par sa rive gauche, sur 140m. La fontaine<br/>
(impénétrable) s'ouvre sur la droite, 2m au-dessus du sentier (5m plus haut que le champ qui occupe le fond de la combe), au-dessus<br/>
d'un bassin et quelques mètres plus bas qu'une petite grotte. Plan 179..";"64";"179"
"émergence des FONTANELLES";"";"Rocamadour";"2136 ET";"543.32";"3281.98";"44.835574";"1.619705";"235";"À 4km de la gare de Rocamadour, sur la route de Mayrinhac, 50m après l'embranchement qui va au Pouget, prendre à droite<br/>
(NE) un chemin qui descend dans la combe et, à 500m, rencontre un chemin perpendiculaire. Suivre ce chemin à gauche, en<br/>
montant : l'émergence (impénétrable), aménagée en lavoir-abreuvoir, est à 150m, au bord droit du chemin. Indiquée sur l'IGN.";"64";""
"gouffre des (peut-être = igue de GARROUSTE ?) FONTANELLES";"";"St-Médard-de-Presque";"2236 W";"560.71";"3283.4";"44.849507";"1.839528";"340";"Sur la route d'Alvignac à St-Céré (D 673), 350m avant la grotte aménagée de Presque, prendre à droite la petite route montante<br/>
qui va vers Lacaze, jusqu'au premier virage, à 200m : le gouffre est à 40m NNW dans la pente, au milieu des genévriers. Fissure de<br/>
1m sur 0m30 orientée NNW-SSE, recouverte de branchages. Plan 22.";"65";"22"
"puits (ou évent) de FONTARIDES";"";"Martel";"2136 ET";"540.58";"3296.99";"44.970418";"1.583315";"180";"À 3km5 NW de Martel, sur la N 140, 1km5 avant Malastrèges (à la cote 303 de l'IGN) prendre à droite (NNE) la petite route<br/>
d'Escougnes, et la suivre sur environ 2km5, c'est-à-dire jusqu'à l'embranchement marqué par la cote 188 sur l'IGN (presque 1km<br/>
après Escougnes). Le puits se trouve à 35m W, dans la prairie qui occupe la combe, à l'origine d'un lit de ruisseau qui se dirige vers<br/>
le S (et vers le ruisseau de la Doue). Ouverture cylindrique de 0m80 de diamètre formée par l'orifice d'un tube de bidons de 200 litres.";"65";""
"émergence FONT BARRADE";"ou source du ruisseau de ROQUEBRUNE";"Salviac";"2037 W";"512.53";"3265.19";"44.68142";"1.233179";"185";"A 4km700 de Marminiac, sur la route de Salviac (D 63), 350m avant le carrefour de la route venant de Cazals (D 673), prendre<br/>
le chemin qui part à gauche (NNE). L'émergence se trouve à 60m de la route, 7m à droite du chemin : puits bâti de 2m de diamètre.<br/>
Plan 128.";"65";"128"
"émergence de FONTCLARE";"";"Calvignac";"2138 OT";"556.29";"3238.39";"44.444193";"1.787418";"175";"À environ 3km5 de Calvignac, sur la route de St-Jean-de-Laur (D 79), 1km8 après l'embranchement de la route de Cajarc (D 8),<br/>
une entrée de pré conduit à un abri en pierres bien visible quelques mètres à gauche, et à un petit escalier descendant à la fontaine<br/>
(pénétrable), au pied de la rive droite de la vallée. Indiquée sur l'IGN. Plan 110.";"65";"110"
"émergence n°2 de FONTCLARE";"";"Calvignac";"2138 OT";"556.53";"3239.87";"44.457528";"1.79031";"155";"A 1km ESE de Calvignac, au carrefour de la route de Cajarc (D 8) et de celle de St-Jean-de-Laur (D 79) à partir du lavoir situé<br/>
en contrebas remonter sur 120m la vallée du ruisseau de Calvignac en suivant le bas de la pente de la rive droite à travers les buis,<br/>
c'est-à-dire jusqu'au déversoir de l'affluent venant de l'émergence située 25m à gauche (SE), au fond d'une petite reculée. Orifice<br/>
de 0m90 de haut sur 1m20 de large au pied d'une petite falaise. Plan 110.";"65";"110"
"grotte-émergence de FONT-FOLLE";"ou du CAPISTAN - ou de la PORCHERIE";"Lacave";"2136 ET";"538.99";"3283.75";"44.851148";"1.564735";"100";"Dans le bas-côté de la route de Lacave à Meyronne (D 23), côté falaise, 440m après le cimetière de Lacave, et 15m amont de<br/>
l'émergence impénétrable du Capistan (rambarde métallique). Orifice dans le sol, au niveau du macadam, fermé par deux grilles.<br/>
Plan10.";"65";""
"émergence FONT GAUNIÈRE";"";"Lavercantière";"2038 E";"520.16";"3258.96";"44.626238";"1.330378";"235";"A 1km700 SSE de Lavercantière, sur la petite route de Montsalvy, au moment où elle remonte après avoir traversé le vallon<br/>
du ruisseau de Pont Barrat, 300m avant le pont sur la voie ferrée, prendre le chemin à droite (NW) : l'émergence est juste à gauche<br/>
de ce chemin, à 40m de la route, aménagée en puits de 2m de diamètre alimentant un ancien lavoir. Indiquée sur l'IGN.";"65";""
"émergence FONT GRANDE";"";"Peyrilles";"2038 E";"522.69";"3257.12";"44.609954";"1.362534";"275";"En arrivant à Dégagnazès (6km WSW de Peyrilles), au bas de la descente, prendre à gauche le chemin qui part sous l'ancienne<br/>
école, direction S, et le suivre sur 110m, c'est-à-dire jusqu'au moment où il tourne à gauche, direction E. L'émergence, impénétrable,<br/>
se trouve 25m à droite (SSE) du chemin, à la limite des bois et du fond du vallon, au pied de grands arbres. Autre émergence, moins<br/>
importante, 60m en amont, toujours au pied du coteau.";"65";""
"émergence de FONTIEU";"";"Béduer";"2238 W";"568.47";"3252.86";"44.575052";"1.939558";"300";"Sur la route de Figeac à Cajarc (D 19), 1km après Béduer, prendre la petite route qui part à gauche près d'un abreuvoir,<br/>
direction S, et la suivre sur 250m ; là, prendre le chemin à gauche (NE) sur 300m : l'émergence, bâtie avec lavoir, est à gauche du<br/>
chemin. Indiquée Puits sur l'IGN.";"65";""
"émergence de FONT MORTE";"ou grotte-laminoir de PONT-CARRAL";"Salviac";"2037 E";"517.41";"3267.37";"44.70161";"1.294383";"140";"A 3km5 de Salviac, sur la route de Gourdon (D 673), 750m après l'embranchement de la route de Dégagnac (D 6) et 150m<br/>
avant le pont sur l'Ourajou, prendre un chemin castiné à gauche, direction NW, sur 150m. L'émergence se trouve 10m à gauche du<br/>
chemin, au pied d'une falaise. Orifice elliptique de 0m40 de haut sur 1m20 de large, orienté à l'ENE. Plan 169.";"66";"169"
"émergence de FONT NADAL";"";"Dégagnac";"2037 E";"521.61";"3264.92";"44.68003";"1.347748";"185";"A Curebourset, à 2km de Concorès sur la route de Gourdon (D 12), prendre à gauche la route de Dégagnac (D 2) jusqu'au<br/>
Plantier, à 4km. Là, prendre à droite (N) la petite route qui descend dans le vallon en passant par Marot et traverse la ligne SNCF<br/>
de Toulouse. Après le pont, suivre à droite (NNE) la route parallèle à la voie ferrée pendant 1km5, c'est-à-dire 800m après les maisons<br/>
des Vitarelles et 200m avant un chemin montant à gauche. L'émergence se trouve à la base du coteau à gauche, à la pointe du<br/>
champ, à 10m WNW de la route, au pied d'une petite falaise formant un angle rentrant. Orifice de 1m de large sur 0m70 de haut. Plan<br/>
170.";"66";""
"trou de FONT NÈGRE";"";"Cabrerets";"2138 OT";"540.5";"3245.15";"44.50391";"1.58828";"250";"Sur la route de la vallée du Lot (D 662), entre les Masseries et St-Géry, prendre à droite (N) la route de Lauzès (D 10). À 5km,<br/>
prendre à gauche (W) la route de Merlan et, 800m plus loin, au niveau du Pech de Labarre, prendre à gauche la petite route qui mène,<br/>
à 450m, à Cami. Là, prendre le chemin de terre qui descend à droite d'un vaste bâtiment, direction SW. À 300m le chemin tourne<br/>
à gauche au pied d'une falaise, et, sur la gauche, s'ouvre un petit pré (20m avant un virage à droite en épingle à cheveux). S'avancer<br/>
de 10m dans le pré : la grotte s'ouvre à gauche, derrière les buis, 4m plus haut que le niveau du pré, et à 20m du chemin. Orifice de<br/>
60cm de large sur 70cm de haut en pleine roche, orienté au SSE.";"66";""
"émergence de FONT PEYROUSE";"";"Salviac";"2037 W";"511.92";"3265.29";"44.682246";"1.225469";"195";"À 1,5km de Salviac, sur la route de Cazals (D 673), prendre à droite la route de Campagnac (D 2). À 1,3km, 60m après un<br/>
panneau annonçant un virage à droite, descendre dans le champ à gauche, jusqu'au lit du ruisseau faisant un angle droit à cet endroit.<br/>
L'émergence (impénétrable) se trouve à 100m SW de la route, dans un bouquet d'arbres. Plan 128. .";"66";"128"
"émergence de FONT POLÉMIE";"";"Cabrerets";"2138 OT";"538.98";"3249.97";"44.547162";"1.568599";"196";"Dans la vallée du Vers, à 6km N de Vers, au bord droit de la route de Labastide-Murat (D 32), 1km après l'embranchement de<br/>
la route de Figeac (D 653). Aménagée en lavoir et captée. Indiquée sur l'IGN.";"66";""
"émergence de FONT POLÉMIE";"";"St-Médard";"2038 E";"516.56";"3248.79";"44.534313";"1.28665";"140";"Émergence bâtie, à 40m à droite (W) de la route de la vallée du Vert (D 5), à 600m SSW de St-Médard. Impénétrable.<br/>
Indiquée sur l'IGN.";"66";""
"émergence de FONT VINCENT";"";"St-Médard";"2038 E";"517.65";"3249.5";"44.540827";"1.300251";"135";"Émergence bâtie et captée, au bord droit (NW) de la route de la vallée du Vert (D 5), à 500m ENE de St-Médard. Impénétrable.<br/>
Indiquée sur l'IGN.";"66";""
"émergence de la FORGE";"";"Les Arques";"2038 W";"513.15";"3255.85";"44.597446";"1.242566";"150";"En contrebas de la route de Cazals à Castelfranc (D45), dans la vallée de la Masse, à la Mouline (800m WSW des Arques, à<br/>
vol d'oiseau) : l'émergence se trouve presqu'au bord de la Masse, entre deux bâtiment d'une ancienne forge, à l'extrémité d'un sentier<br/>
descendant près d'une station de pompage visible de la route. Plan 188..";"66";"188"
"grotte de FORGE-ARGENT";"";"St-Jean-de-Laur";"2239 W";"560.75";"3239.2";"44.451738";"1.843388";"240";"À Salvagnac-Cajarc (1km S de Cajarc sur la D 24) prendre au S la route de St-Clair-de-Marque (D 146) et à 2km environ,<br/>
tourner à droite en direction de l'émergence de Lantouy et de St-Jean-de-Laur. À 300m laisser Lantouy à droite et continuer la route<br/>
sur encore 650m, c'est-à-dire jusqu'à une sorte de parking herbeux qui surplombe la route à droite (versant W de la vallée), au<br/>
débouché d'un thalweg assez pentu descendant de la crête de Gaïfié. Remonter le sentier qui suit le fond de ce vallon, direction SW,<br/>
sur 330m, c'est-à-dire 10m après que ce sentier se rétrécisse en devenant un lit de ruisseau laissant à nu la roche calcaire. Suivre<br/>
alors une trace à droite : la grotte se trouve à 30m NE, au milieu des buis, 3m au-dessous du pied d'un petit ressaut rocheux.<br/>
Ouverture triangulaire de 1m de haut sur 1m de large orientée à l'ENE. Plan 120.";"66";"120"
"grotte-émergence de FOURÈS";"ou source du BORC";"St-Chels";"2238 W";"559.18";"3250.33";"44.551819";"1.822788";"230";"Sur la route (D 83) qui va de Nazac, dans la vallée du Célé, à St-Chels, 600m avant d'arriver à la D 17, prendre à gauche la<br/>
petite route qui mène à Fourès, à 1km5. À l'embranchement situé au milieu du village, prendre le chemin qui descend vers le N,<br/>
pendant 250m, puis un chemin qui descend rapidement à gauche (W) pour atteindre, à 80m, le creux du thalweg. La grotte s'ouvre<br/>
à 70m NNE sur le versant W du thalweg, à 2m5 de hauteur dans une petite falaise. Fissure de 2m de hauteur sur 0m40 de large d'où<br/>
coule le ruisselet formant des tufs. Indiquée Source sur l'IGN.";"67";""
"émergence de la FOURIE";"ou de la FAURIE";"Cénevières";"2138 OT";"551.81";"3240.41";"44.46209";"1.730949";"145";"À 1km5 en aval de Cénevières, au bord de la route de Crégols (D 8), au niveau d'un lavoir, au pied d'une petite falaise, 4m au-<br/>
dessus de la route. Orifice de 80cm de large sur 30cm de haut. Indiquée Sce sur l'IGN.";"67";""
"croze de la FOURNAL";"ou grotte de GIRONDE";"Cours";"2138 OT";"536.26";"3249.06";"44.538739";"1.53448";"205";"A Gironde (2km N de Cours), au calvaire encadré de beaux cyprès, prendre la petite route qui descend à gauche (SSW). La<br/>
grotte se trouve juste sous la route, à 1km du calvaire, 420m avant le pont sur la Rauze, à l'endroit où la route passe au pied d'une<br/>
petite falaise à droite, et 10m avant un petit parapet de pierre à gauche côté ravin. Beau porche de 3m de haut sur 7m de large,<br/>
orienté WNW. Plan 174.";"67";"174"
"émergence de FOURNIÈRE";"ou de MONGES";"St-Sozy";"2136 ET";"538.21";"3286.24";"44.873488";"1.554569";"105";"À Monges (1km SW de St-Sozy), au pied de l'éboulis des falaises. Indiquée Sce sur l'IGN.";"67";""
"grotte de FOUYSSE L'ASE";"ou n°1 de MAZET - ou n°1 de (PAUL) DELNAUD";"Rocamadour";"2136 ET";"543.69";"3276.17";"44.78332";"1.62502";"245";"À 3km8 de Rocamadour, sur la route de Couzou (D 32), au moment où la route traverse une belle vallée sèche, avant la<br/>
remontée vers Couzou, prendre à gauche (E) le chemin qui suit le fond de la combe, pendant 600m, soit 200m après le début de la<br/>
clôture du domaine de La Pannonie (à droite). Grimper le versant gauche (NNE) suivant la ligne de plus grande pente jusqu'à une<br/>
petite falaise. Un orifice plus ou moins obstrué au pied de la falaise conduit à la grotte, mais les ouvertures principales se situent au-<br/>
dessus de la falaise, environ 10m plus bas que le haut de la crête, dans un bois de petits chênes. Deux orifices : le plus bas en forme<br/>
de grotte au fond d'un petit effondrement, le plus haut quelques mètres au-dessus, en forme d'igue, de 5m sur 2m, bordé d'arbustes.<br/>
Plan 27.";"67";"27"
"igue n°2 de FOUYSSE L'ASE";"";"Rocamadour";"2137 E";"543.04";"3276.15";"44.783089";"1.61681";"230";"A 2km N de Couzou, par la route de Rocamadour (D 32), 200m après le chemin de la combe qui monte vers la Pannonie, au<br/>
départ du GR46 à droite, grimper à droite direction NE : l'igue se trouve à 60m et 25m plus haut que la route. 2 orifices de 0,90 x 1m50<br/>
et 0,30 x 1m dans la pente caillouteuse avec petits chênes et arbustes. Indiquée grotte sur l'IGN. Plan 27.";"67";"27"
"émergence de la FRAICHIÈRE";"";"Boussac";"2238 W";"566.85";"3255.13";"44.595408";"1.919015";"180";"Rive gauche du Célé, à la sortie du pont de Boussac, prendre la petite route qui part à gauche (W) en remontant le Célé.<br/>
L'émergence se trouve à 160m, après les maisons de la Fraichière, bien visible au pied du talus droit de la route. Orifice aménagé<br/>
de 0m70 de large sur 1m50 de haut, avec marches. Plan 85.";"67";"85"
"grotte FRANÇOISE";"";"Corn";"2238 W";"565.76";"3256.46";"44.607327";"1.905199";"175";"A l'extrémité du pont de Corn, rive gauche du Célé, prendre la petite route qui part à gauche (ENE) et aboutit dans un champ,<br/>
à 800m, sous les maisons de Lagrave. Faire 15m à droite (S) dans le champ. La grotte se trouve dans la pente boisée 17m à droite<br/>
(W) et 7m plus haut que le champ : orifice de 1m70 de haut sur 1m40 de large, orienté au NE, au pied de la partie gauche d'une petite<br/>
falaise.";"67";""
"grotte de FRANCOUAL";"";"Sauliac-sur-Célé";"2138 OT";"550.54";"3246.96";"44.520953";"1.714367";"210";"En arrivant à Sauliac par la route de Blars, en haut de la côte, prendre à droite (SW) la route du vieux Sauliac et la suivre sur<br/>
1km, c'est-à-dire jusqu'au moment où elle fait une épingle à cheveux en traversant un vallon perpendiculaire à la vallée du Célé.<br/>
Suivre alors sur 60m le chemin qui remonte ce vallon, c'est-à-dire après avoir dépassé un muret perpendiculaire à droite. La grotte<br/>
se trouve à 50m à droite (NE), dans la pente d'un bois de chênes clairsemés avec buis : orifice triangulaire de 2m70 de haut sur 2m50<br/>
de large, orienté WSW, sur une petite plateforme. Plan 95.";"67";"95"
"igue de (ou du) FRAU";"";"Lacave";"2136 ET";"540.86";"3282.84";"44.843115";"1.588496";"295";"Au Bougayrou (2km NNE de Lacave), prendre la route de Mayrinhac-le-Francal et s'arrêter 2,5km plus loin à l'embranchement<br/>
de la route (à gauche) menant aux maisons de Michaubas. L'igue s'ouvre à 175m S, presqu'au sommet de la croupe dénudée<br/>
(pierraille et genévriers), et à 50m SE d'un muret en ruine. Orifice rocheux triangulaire de 1m20 de haut sur 1m de base.";"67";""
"igue du FRAU";"ou du CARREFOUR - ou IRRESPIRABLE - ou du MAMMOUTH";"Montfaucon";"2137 E";"543.24";"3266.6";"44.697166";"1.620387";"350";"À 14km de Gramat sur la route de Labastide-Murat (D 677), à l'embranchement de la route de Séniergues (D 1), franchir le<br/>
muret de gauche (SE) par un passage à côté du poteau Cahors 42km : l'igue s'ouvre à 45m SE, dans un bois clairsemé. Orifice en<br/>
fissureallongée de 50cm de large (en moyenne) sur 1m20 de longueur, en partie obstruée, et recouverte de branchages.<br/>
Plan 150.";"68";"150"
"igue n°2 du FRAU";"ou de la COULEUVRE";"Montfaucon";"2137 E";"543.13";"3266.93";"44.700127";"1.618963";"350";"À 14km de Gramat sur la route de Labastide-Murat (D 677), quelques mètres après l'embranchement de la route de Carlucet<br/>
(D 32), franchir la clôture de droite (W) et suivre pendant 350m environ, direction WNW, le grillage qui part du carrefour derrière un<br/>
abri-bus : l'igue s'ouvre en terrain dégagé (champ) à 40m SW du grillage, dans un gros buisson de ronces (visible de la route). Orifice<br/>
de 1m de diamètre. Plan 150.";"68";"150"
"igue de FRAU";"ou de GISARD";"Montgesty";"2038 E";"516.4";"3252.68";"44.569301";"1.28401";"240";"A 2km2 de Montgesty, sur la route de Pontcirq (D 50), environ 1km après Gizard, au bas de la côte, prendre le chemin qui part<br/>
à gauche, direction NE. A 250m de la route, 110m après avoir dépassé un champ à droite, par un passage dans le muret de droite<br/>
suivre un muret ruiné perpendiculaire, direction SE, pendant 80m. L'igue se trouve 10m à gauche (NE), dans un bois de chênes et<br/>
genévriers : orifice de 1m50 sur 0m80, recouvert de branchages, dans un espace dégagé.<br/>
Plan 189.";"68";"189"
"grotte-émergence du FRAYSSE";"";"Lissac-et-Mouret";"2238 E";"572.06";"3257.31";"44.615247";"1.98452";"200";"1km3 au S de Lissac, au bord droit (W) de la D 18 qui descend la vallée du Drauzou, 80m avant le carrefour de La Fraysse :<br/>
joli lavoir caché dans les fourrés, alimenté par l'émergence sortant d'une niche fermée par une grille. Trop plein pénétrable (orifice<br/>
de 0m40 sur 0m80) 20m en amont et à 10m de la route, dans un renfoncement au pied du coteau. Indiquée Font. sur l'IGN.";"68";""
